"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Nigeria","NGA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","99.9843698","","","","","91.2552785","","","","","83.4004086","88.1579735","83.4332299","82.6243552","82.1713507","99.9469769","99.9576635","","",
"Nicaragua","NIC","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1953603","","","","","72.0865217","","","","","78.8258896","","","","","60.8019134","","","","","0","0","26.2294189","26.2446152","21.2073518","0","0","","",
"Netherlands","NLD","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Norway","NOR","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Nepal","NPL","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.6606074","","","","","86.4008715","","","","","85.1501512","","","","","93.930741","","","","","92.4935776","92.5693197","92.6085643","93.6840727","93.3796053","95.2994123","95.6083354","","",
"Nauru","NRU","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"OECD members","OED","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","","100","100","100","100","100","100","100","","",
"Other small states","OSS","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.0830783","","","","","94.4567795","","","","","97.0390395","","","","","92.7433563","","","","","94.8669161","95.5940751","95.7932748","96.4997689","96.5053209","98.0802379","98.1095629","","",
"Panama","PAN","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Peru","PER","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.1636179","","","","","37.7888334","","","","","43.5021016","","","","","69.6936384","","","","","24.4687104","33.7221","34.4341498","28.5274601","26.6012817","24.2327282","24.4483088","","",
"Philippines","PHL","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8284176","","","","","15.505045","","","","","15.4113981","","","","","30.8546541","","","","","11.8330004","11.7892053","9.6596409","11.6985419","10.8713536","5.8995876","2.9808258","","",
"Palau","PLW","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Poland","POL","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.6923638","","","","","59.3463489","","","","","5.458503","","","","","4.7331648","","","","","10.219292","5.9979292","1.5608823","1.922895","2.683696","3.7143956","4.0248153","","",
"Pre-demographic dividend","PRE","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Korea, Dem. People’s Rep.","PRK","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4158315","","","","","49.8838398","","","","","50.5838879","","","","","54.5903221","","","","","51.421757","38.9712208","46.9379118","57.3092366","63.6580511","79.9115962","79.9978236","","",
"Portugal","PRT","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Paraguay","PRY","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.010018","","","","","0.0102488","","","","","0.00765","","","","","0.00814","","","","","0","0","0","0","0","0","0","","",
"West Bank and Gaza","PSE","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","1.0781792","1.0762317","1.0742776","1.0723049","1.0703038","1.068266","1.0661923","","",
"Pacific island small states","PSS","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","","100","100","100","100","100","100","100","","",
"Romania","ROU","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.0605495","","","","","5.9876323","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Russian Federation","RUS","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2383952","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0.7616545","0.8117949","","",
"Rwanda","RWA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9984762","","","","","99.9983177","","","","","99.9995144","","","","","99.9973134","","","","","99.8298382","99.997198","99.9995536","99.9995584","99.9995634","99.9995689","99.9995747","","",
"South Asia","SAS","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","","100","100","100","100","100","100","100","","",
"Sudan","SDN","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","99.9924079","","","","","99.7303492","","","","","100","100","100","99.9822622","99.9795042","100","100","","",
"Senegal","SEN","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1702398","","","","","79.302733","","","","","79.0702923","","","","","26.4611255","","","","","57.2838638","65.2377887","61.8077549","68.5639459","67.2891668","99.5780939","99.9571678","","",
"Singapore","SGP","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Solomon Islands","SLB","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Sierra Leone","SLE","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","99.9660239","99.9660071","","",
"El Salvador","SLV","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0800775","","","","","99.6307657","","","","","100","","","","","99.1428943","","","","","48.2566564","74.8857136","98.4396221","94.9258694","95.9026527","71.4595592","69.7012828","","",
"San Marino","SMR","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9553691","","","","","6.4476849","","","","","6.5184596","","","","","5.0785024","","","","","1.5251872","1.3631819","6.3245195","6.8450668","7.4754681","9.8254176","9.8284645","","",
"Serbia","SRB","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9541544","","","","","0.1954513","","","","","0.1342508","","","","","0","","","","","0.1517138","0.1534302","0.1551378","0.1568351","0.1693769","0.160192","0.1618485","","",
"Sub-Saharan Africa (excluding high income)","SSA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.5698816","","","","","92.8931572","","","","","95.0624005","","","","","64.4388237","","","","","66.6515555","75.1323506","82.919216","71.1841153","62.6309802","99.8155278","99.8150543","","",
"Sub-Saharan Africa","SSF","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Suriname","SUR","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5247741","","","","","25.5448523","","","","","25.7535303","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Slovak Republic","SVK","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.5960781","","","","","6.4278206","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Slovenia","SVN","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Sweden","SWE","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Eswatini","SWZ","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","8.384515","","","","","8.5927488","","","","","0","0","0","0","0","0","0","","",
"Sint Maarten (Dutch part)","SXM","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Syrian Arab Republic","SYR","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0364982","","","","","49.8754805","","","","","53.0637702","","","","","33.9291458","","","","","95.8557189","84.1426291","79.5551937","97.9438918","99.8298255","99.9596963","99.9599202","","",
"Turks and Caicos Islands","TCA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8304344","","","","","99.7729246","","","","","99.7850781","","","","","99.7432089","","","","","99.4838949","99.4763681","99.6567688","97.7337158","94.6196584","99.9372473","99.9343236","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","98.6994695","","","","","98.9624973","99.1942938","99.8432797","99.2010047","94.2534618","100","100","","",
"Thailand","THA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1156816","","","","","0.6517402","","","","","0.5663448","","","","","0.1262129","","","","","0.1196055","0.1239342","0.1239567","0.9246915","0.9443514","0.1091489","0.1091119","","",
"Tajikistan","TJK","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4685001","","","","","97.8800768","","","","","97.5714283","","","","","96.5020819","","","","","97.3042746","97.4400713","97.7269491","97.6996301","98.0729497","97.8725261","97.900961","","",
"Turkmenistan","TKM","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.5970996","","","","","86.2908642","","","","","84.0104081","","","","","0.4127569","","","","","37.4199044","13.6836645","17.5645995","29.8775953","32.8284434","85.4762638","86.6990459","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"South Asia (IDA & IBRD)","TSA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Tunisia","TUN","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.383172","","","","","61.4256183","","","","","63.3520684","","","","","19.684525","","","","","47.6726813","38.9652955","39.497705","50.2112016","64.9958976","50.6428435","48.5858952","","",
"Turkey","TUR","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.487913","","","","","21.0010228","","","","","31.5819751","","","","","11.9462135","","","","","47.5573393","45.9298547","30.7313246","55.6785015","63.3978709","70.4824918","70.5820615","","",
"Tuvalu","TUV","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4385335","","","","","3.884455","","","","","6.644216","","","","","1.8876614","","","","","0.5370727","4.4207802","9.084016","9.4617937","8.9358491","9.4381422","9.4477427","","",
"Uganda","UGA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6952994","","","","","99.7470312","","","","","99.8221194","","","","","98.8496743","","","","","99.7524228","99.9599019","99.9577576","99.9542977","99.950085","99.9890246","99.98897","","",
"Ukraine","UKR","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.9634048","","","","","1.8353312","","","","","0.1541242","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Upper middle income","UMC","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"United States","USA","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00589","","","","","0.00581","","","","","0.0430139","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Uzbekistan","UZB","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8641568","","","","","92.3761304","","","","","86.0832457","","","","","56.4824003","","","","","75.5544517","65.9421147","64.8083609","66.0501255","74.8549064","93.0636272","93.4311935","","",
"St. Vincent and the Grenadines","VCT","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Venezuela, RB","VEN","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.8315126","","","","","22.8377356","","","","","53.1735176","","","","","27.6597654","","","","","1.9988232","3.1390821","3.0613506","5.0799628","5.3549125","7.3129925","6.9589657","","",
"British Virgin Islands","VGB","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Vietnam","VNM","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6198228","","","","","36.4185512","","","","","36.8782126","","","","","40.8412227","","","","","34.3423301","35.4792796","35.4883118","37.6106764","38.4182683","29.5004672","28.7302446","","",
"Vanuatu","VUT","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"World","WLD","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","",
"Kosovo","XKX","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
